sale_id,customer_id,product_id,sale_date,quantity,amount
82,82,32,2023-01-04 09:00:00,2,200
83,83,33,2023-01-04 10:00:00,3,150
84,84,34,2023-01-04 11:00:00,1,300
85,85,35,2023-01-04 12:00:00,2,250
86,86,36,2023-01-04 13:00:00,1,100
87,87,37,2023-01-04 14:00:00,2,200
88,88,38,2023-01-04 15:00:00,3,150
89,89,39,2023-01-04 16:00:00,1,300
90,90,40,2023-01-04 17:00:00,2,250
91,91,41,2023-01-04 18:00:00,1,100
92,92,42,2023-01-04 19:00:00,2,200
93,93,43,2023-01-04 20:00:00,3,150
94,94,44,2023-01-04 21:00:00,1,300
95,95,45,2023-01-04 22:00:00,2,250
96,96,46,2023-01-04 23:00:00,1,100
97,97,47,2023-01-05 00:00:00,2,200
98,98,48,2023-01-05 01:00:00,3,150
99,99,49,2023-01-05 02:00:00,1,300
100,100,50,2023-01-05 03:00:00,2,250
101,1,1,2023-01-05 04:00:00,1,100
102,2,2,2023-01-05 05:00:00,2,200
103,3,3,2023-01-05 06:00:00,3,150
104,4,4,2023-01-05 07:00:00,1,300
105,5,5,2023-01-05 08:00:00,2,250
106,6,6,2023-01-05 09:00:00,1,100
107,7,7,2023-01-05 10:00:00,2,200
108,8,8,2023-01-05 11:00:00,3,150
109,9,9,2023-01-05 12:00:00,1,300
110,10,10,2023-01-05 13:00:00,2,250
111,11,11,2023-01-05 14:00:00,1,100
112,12,12,2023-01-05 15:00:00,2,200
113,13,13,2023-01-05 16:00:00,3,150
114,14,14,2023-01-05 17:00:00,1,300
115,15,15,2023-01-05 18:00:00,2,250
116,16,16,2023-01-05 19:00:00,1,100
117,17,17,2023-01-05 20:00:00,2,200
118,18,18,2023-01-05 21:00:00,3,150
119,19,19,2023-01-05 22:00:00,1,300
120,20,20,2023-01-05 23:00:00,2,250
121,21,21,2023-01-06 00:00:00,1,100
122,22,22,2023-01-06 01:00:00,2,200
123,23,23,2023-01-06 02:00:00,3,150
124,24,24,2023-01-06 03:00:00,1,300
125,25,25,2023-01-06 04:00:00,2,250
126,26,26,2023-01-06 05:00:00,1,100
127,27,27,2023-01-06 06:00:00,2,200
128,28,28,2023-01-06 07:00:00,3,150
129,29,29,2023-01-06 08:00:00,1,300
130,30,30,2023-01-06 09:00:00,2,250
131,31,31,2023-01-06 10:00:00,1,100
132,32,32,2023-01-06 11:00:00,2,200
133,33,33,2023-01-06 12:00:00,3,150
134,34,34,2023-01-06 13:00:00,1,300
135,35,35,2023-01-06 14:00:00,2,250
136,36,36,2023-01-06 15:00:00,1,100
137,37,37,2023-01-06 16:00:00,2,200
138,38,38,2023-01-06 17:00:00,3,150
139,39,39,2023-01-06 18:00:00,1,300
140,40,40,2023-01-06 19:00:00,2,250
141,41,41,2023-01-06 20:00:00,1,100
142,42,42,2023-01-06 21:00:00,2,200
143,43,43,2023-01-06 22:00:00,3,150
144,44,44,2023-01-06 23:00:00,1,300
145,45,45,2023-01-07 00:00:00,2,250
146,46,46,2023-01-07 01:00:00,1,100
147,47,47,2023-01-07 02:00:00,2,200
148,48,48,2023-01-07 03:00:00,3,150
149,49,49,2023-01-07 04:00:00,1,300
150,50,50,2023-01-07 05:00:00,2,250
151,51,1,2023-01-07 06:00:00,1,100
152,52,2,2023-01-07 07:00:00,2,200
153,53,3,2023-01-07 08:00:00,3,150
154,54,4,2023-01-07 09:00:00,1,300
155,55,5,2023-01-07 10:00:00,2,250
156,56,6,2023-01-07 11:00:00,1,100
157,57,7,2023-01-07 12:00:00,2,200
158,58,8,2023-01-07 13:00:00,3,150
159,59,9,2023-01-07 14:00:00,1,300
160,60,10,2023-01-07 15:00:00,2,250
161,61,11,2023-01-07 16:00:00,1,100
162,62,12,2023-01-07 17:00:00,2,200
163,63,13,2023-01-07 18:00:00,3,150
164,64,14,2023-01-07 19:00:00,1,300
165,65,15,2023-01-07 20:00:00,2,250
166,66,16,2023-01-07 21:00:00,1,100
167,67,17,2023-01-07 22:00:00,2,200
168,68,18,2023-01-07 23:00:00,3,150
169,69,19,2023-01-08 00:00:00,1,300
170,70,20,2023-01-08 01:00:00,2,250
171,71,21,2023-01-08 02:00:00,1,100
172,72,22,2023-01-08 03:00:00,2,200
173,73,23,2023-01-08 04:00:00,3,150
174,74,24,2023-01-08 05:00:00,1,300
175,75,25,2023-01-08 06:00:00,2,250
176,76,26,2023-01-08 07:00:00,1,100
177,77,27,2023-01-08 08:00:00,2,200
178,78,28,2023-01-08 09:00:00,3,150
179,79,29,2023-01-08 10:00:00,1,300
180,80,30,2023-01-08 11:00:00,2,250
181,81,31,2023-01-08 12:00:00,1,100
182,82,32,2023-01-08 13:00:00,2,200
183,83,33,2023-01-08 14:00:00,3,150
184,84,34,2023-01-08 15:00:00,1,300
185,85,35,2023-01-08 16:00:00,2,250
186,86,36,2023-01-08 17:00:00,1,100
187,87,37,2023-01-08 18:00:00,2,200
188,88,38,2023-01-08 19:00:00,3,150
189,89,39,2023-01-08 20:00:00,1,300
190,90,40,2023-01-08 21:00:00,2,250
191,91,41,2023-01-08 22:00:00,1,100
192,92,42,2023-01-08 23:00:00,2,200
193,93,43,2023-01-09 00:00:00,3,150
194,94,44,2023-01-09 01:00:00,1,300
195,95,45,2023-01-09 02:00:00,2,250
196,96,46,2023-01-09 03:00:00,1,100
197,97,47,2023-01-09 04:00:00,2,200
198,98,48,2023-01-09 05:00:00,3,150
199,99,49,2023-01-09 06:00:00,1,300
200,100,50,2023-01-09 07:00:00,2,250
201,1,1,2023-01-09 08:00:00,1,100
202,2,2,2023-01-09 09:00:00,2,200
203,3,3,2023-01-09 10:00:00,3,150
204,4,4,2023-01-09 11:00:00,1,300
205,5,5,2023-01-09 12:00:00,2,250
206,6,6,2023-01-09 13:00:00,1,100
207,7,7,2023-01-09 14:00:00,2,200
208,8,8,2023-01-09 15:00:00,3,150
209,9,9,2023-01-09 16:00:00,1,300
210,10,10,2023-01-09 17:00:00,2,250
211,11,11,2023-01-09 18:00:00,1,100
212,12,12,2023-01-09 19:00:00,2,200
213,13,13,2023-01-09 20:00:00,3,150
214,14,14,2023-01-09 21:00:00,1,300
215,15,15,2023-01-09 22:00:00,2,250
216,16,16,2023-01-09 23:00:00,1,100
217,17,17,2023-01-10 00:00:00,2,200
218,18,18,2023-01-10 01:00:00,3,150
219,19,19,2023-01-10 02:00:00,1,300
220,20,20,2023-01-10 03:00:00,2,250
221,21,21,2023-01-10 04:00:00,1,100
222,22,22,2023-01-10 05:00:00,2,200
223,23,23,2023-01-10 06:00:00,3,150
224,24,24,2023-01-10 07:00:00,1,300
225,25,25,2023-01-10 08:00:00,2,250
226,26,26,2023-01-10 09:00:00,1,100
227,27,27,2023-01-10 10:00:00,2,200
228,28,28,2023-01-10 11:00:00,3,150
229,29,29,2023-01-10 12:00:00,1,300
230,30,30,2023-01-10 13:00:00,2,250
231,31,31,2023-01-10 14:00:00,1,100
232,32,32,2023-01-10 15:00:00,2,200
233,33,33,2023-01-10 16:00:00,3,150
234,34,34,2023-01-10 17:00:00,1,300
235,35,35,2023-01-10 18:00:00,2,250
236,36,36,2023-01-10 19:00:00,1,100
237,37,37,2023-01-10 20:00:00,2,200
238,38,38,2023-01-10 21:00:00,3,150
239,39,39,2023-01-10 22:00:00,1,300
240,40,40,2023-01-10 23:00:00,2,250
241,41,41,2023-01-11 00:00:00,1,100
242,42,42,2023-01-11 01:00:00,2,200
243,43,43,2023-01-11 02:00:00,3,150
244,44,44,2023-01-11 03:00:00,1,300
245,45,45,2023-01-11 04:00:00,2,250
246,46,46,2023-01-11 05:00:00,1,100
247,47,47,2023-01-11 06:00:00,2,200
248,48,48,2023-01-11 07:00:00,3,150
249,49,49,2023-01-11 08:00:00,1,300
250,50,50,2023-01-11 09:00:00,2,250
251,51,1,2023-01-11 10:00:00,1,100
252,52,2,2023-01-11 11:00:00,2,200
253,53,3,2023-01-11 12:00:00,3,150
254,54,4,2023-01-11 13:00:00,1,300
255,55,5,2023-01-11 14:00:00,2,250
256,56,6,2023-01-11 15:00:00,1,100
257,57,7,2023-01-11 16:00:00,2,200
258,58,8,2023-01-11 17:00:00,3,150
259,59,9,2023-01-11 18:00:00,1,300
260,60,10,2023-01-11 19:00:00,2,250
261,61,11,2023-01-11 20:00:00,1,100
262,62,12,2023-01-11 21:00:00,2,200
263,63,13,2023-01-11 22:00:00,3,150
264,64,14,2023-01-11 23:00:00,1,300
265,65,15,2023-01-12 00:00:00,2,250
266,66,16,2023-01-12 01:00:00,1,100
267,67,17,2023-01-12 02:00:00,2,200
268,68,18,2023-01-12 03:00:00,3,150
269,69,19,2023-01-12 04:00:00,1,300
270,70,20,2023-01-12 05:00:00,2,250
271,71,21,2023-01-12 06:00:00,1,100
272,72,22,2023-01-12 07:00:00,2,200
273,73,23,2023-01-12 08:00:00,3,150
274,74,24,2023-01-12 09:00:00,1,300
275,75,25,2023-01-12 10:00:00,2,250
276,76,26,2023-01-12 11:00:00,1,100
277,77,27,2023-01-12 12:00:00,2,200
278,78,28,2023-01-12 13:00:00,3,150
279,79,29,2023-01-12 14:00:00,1,300
280,80,30,2023-01-12 15:00:00,2,250
281,81,31,2023-01-12 16:00:00,1,100
282,82,32,2023-01-12 17:00:00,2,200
283,83,33,2023-01-12 18:00:00,3,150
284,84,34,2023-01-12 19:00:00,1,300
285,85,35,2023-01-12 20:00:00,2,250
286,86,36,2023-01-12 21:00:00,1,100
287,87,37,2023-01-12 22:00:00,2,200
288,88,38,2023-01-12 23:00:00,3,150
289,89,39,2023-01-13 00:00:00,1,300
290,90,40,2023-01-13 01:00:00,2,250
291,91,41,2023-01-13 02:00:00,1,100
292,92,42,2023-01-13 03:00:00,2,200
293,93,43,2023-01-13 04:00:00,3,150
294,94,44,2023-01-13 05:00:00,1,300
295,95,45,2023-01-13 06:00:00,2,250
296,96,46,2023-01-13 07:00:00,1,100
297,97,47,2023-01-13 08:00:00,2,200
298,98,48,2023-01-13 09:00:00,3,150
299,99,49,2023-01-13 10:00:00,1,300
300,100,50,2023-01-13 11:00:00,2,250
301,1,1,2023-01-13 12:00:00,1,100
302,2,2,2023-01-13 13:00:00,2,200
303,3,3,2023-01-13 14:00:00,3,150
304,4,4,2023-01-13 15:00:00,1,300
305,5,5,2023-01-13 16:00:00,2,250
306,6,6,2023-01-13 17:00:00,1,100
307,7,7,2023-01-13 18:00:00,2,200
308,8,8,2023-01-13 19:00:00,3,150
309,9,9,2023-01-13 20:00:00,1,300
310,10,10,2023-01-13 21:00:00,2,250
311,11,11,2023-01-13 22:00:00,1,100
312,12,12,2023-01-13 23:00:00,2,200
313,13,13,2023-01-14 00:00:00,3,150
314,14,14,2023-01-14 01:00:00,1,300
315,15,15,2023-01-14 02:00:00,2,250
316,16,16,2023-01-14 03:00:00,1,100
317,17,17,2023-01-14 04:00:00,2,200
318,18,18,2023-01-14 05:00:00,3,150
319,19,19,2023-01-14 06:00:00,1,300
320,20,20,2023-01-14 07:00:00,2,250
321,21,21,2023-01-14 08:00:00,1,100
322,22,22,2023-01-14 09:00:00,2,200
323,23,23,2023-01-14 10:00:00,3,150
324,24,24,2023-01-14 11:00:00,1,300
325,25,25,2023-01-14 12:00:00,2,250
326,26,26,2023-01-14 13:00:00,1,100
327,27,27,2023-01-14 14:00:00,2,200
328,28,28,2023-01-14 15:00:00,3,150
329,29,29,2023-01-14 16:00:00,1,300
330,30,30,2023-01-14 17:00:00,2,250
331,31,31,2023-01-14 18:00:00,1,100
332,32,32,2023-01-14 19:00:00,2,200
333,33,33,2023-01-14 20:00:00,3,150
334,34,34,2023-01-14 21:00:00,1,300
335,35,35,2023-01-14 22:00:00,2,250
336,36,36,2023-01-14 23:00:00,1,100
337,37,37,2023-01-15 00:00:00,2,200
338,38,38,2023-01-15 01:00:00,3,150
339,39,39,2023-01-15 02:00:00,1,300
340,40,40,2023-01-15 03:00:00,2,250
341,41,41,2023-01-15 04:00:00,1,100
342,42,42,2023-01-15 05:00:00,2,200
343,43,43,2023-01-15 06:00:00,3,150
344,44,44,2023-01-15 07:00:00,1,300
345,45,45,2023-01-15 08:00:00,2,250
346,46,46,2023-01-15 09:00:00,1,100
347,47,47,2023-01-15 10:00:00,2,200
348,48,48,2023-01-15 11:00:00,3,150
349,49,49,2023-01-15 12:00:00,1,300
350,50,50,2023-01-15 13:00:00,2,250
351,51,1,2023-01-15 14:00:00,1,100
352,52,2,2023-01-15 15:00:00,2,200
353,53,3,2023-01-15 16:00:00,3,150
354,54,4,2023-01-15 17:00:00,1,300
355,55,5,2023-01-15 18:00:00,2,250
356,56,6,2023-01-15 19:00:00,1,100
357,57,7,2023-01-15 20:00:00,2,200
358,58,8,2023-01-15 21:00:00,3,150
359,59,9,2023-01-15 22:00:00,1,300
360,60,10,2023-01-15 23:00:00,2,250
361,61,11,2023-01-16 00:00:00,1,100
362,62,12,2023-01-16 01:00:00,2,200
363,63,13,2023-01-16 02:00:00,3,150
364,64,14,2023-01-16 03:00:00,1,300
365,65,15,2023-01-16 04:00:00,2,250
366,66,16,2023-01-16 05:00:00,1,100
367,67,17,2023-01-16 06:00:00,2,200
368,68,18,2023-01-16 07:00:00,3,150
369,69,19,2023-01-16 08:00:00,1,300
370,70,20,2023-01-16 09:00:00,2,250
371,71,21,2023-01-16 10:00:00,1,100
372,72,22,2023-01-16 11:00:00,2,200
373,73,23,2023-01-16 12:00:00,3,150
374,74,24,2023-01-16 13:00:00,1,300
375,75,25,2023-01-16 14:00:00,2,250
376,76,26,2023-01-16 15:00:00,1,100
377,77,27,2023-01-16 16:00:00,2,200
378,78,28,2023-01-16 17:00:00,3,150
379,79,29,2023-01-16 18:00:00,1,300
380,80,30,2023-01-16 19:00:00,2,250
381,81,31,2023-01-16 20:00:00,1,100
382,82,32,2023-01-16 21:00:00,2,200
383,83,33,2023-01-16 22:00:00,3,150
384,84,34,2023-01-16 23:00:00,1,300
385,85,35,2023-01-17 00:00:00,2,250
386,86,36,2023-01-17 01:00:00,1,100
387,87,37,2023-01-17 02:00:00,2,200
388,88,38,2023-01-17 03:00:00,3,150
389,89,39,2023-01-17 04:00:00,1,300
390,90,40,2023-01-17 05:00:00,2,250
391,91,41,2023-01-17 06:00:00,1,100
392,92,42,2023-01-17 07:00:00,2,200
393,93,43,2023-01-17 08:00:00,3,150
394,94,44,2023-01-17 09:00:00,1,300
395,95,45,2023-01-17 10:00:00,2,250
396,96,46,2023-01-17 11:00:00,1,100
397,97,47,2023-01-17 12:00:00,2,200
398,98,48,2023-01-17 13:00:00,3,150
399,99,49,2023-01-17 14:00:00,1,300
400,100,50,2023-01-17 15:00:00,2,250
401,1,1,2023-01-17 16:00:00,1,100
402,2,2,2023-01-17 17:00:00,2,200
403,3,3,2023-01-17 18:00:00,3,150
404,4,4,2023-01-17 19:00:00,1,300
405,5,5,2023-01-17 20:00:00,2,250
406,6,6,2023-01-17 21:00:00,1,100
407,7,7,2023-01-17 22:00:00,2,200
408,8,8,2023-01-17 23:00:00,3,150
409,9,9,2023-01-18 00:00:00,1,300
410,10,10,2023-01-18 01:00:00,2,250
411,11,11,2023-01-18 02:00:00,1,100
412,12,12,2023-01-18 03:00:00,2,200
413,13,13,2023-01-18 04:00:00,3,150
414,14,14,2023-01-18 05:00:00,1,300
415,15,15,2023-01-18 06:00:00,2,250
416,16,16,2023-01-18 07:00:00,1,100
417,17,17,2023-01-18 08:00:00,2,200
418,18,18,2023-01-18 09:00:00,3,150
419,19,19,2023-01-18 10:00:00,1,300
420,20,20,2023-01-18 11:00:00,2,250
421,21,21,2023-01-18 12:00:00,1,100
422,22,22,2023-01-18 13:00:00,2,200
423,23,23,2023-01-18 14:00:00,3,150
424,24,24,2023-01-18 15:00:00,1,300
425,25,25,2023-01-18 16:00:00,2,250
426,26,26,2023-01-18 17:00:00,1,100
427,27,27,2023-01-18 18:00:00,2,200
428,28,28,2023-01-18 19:00:00,3,150
429,29,29,2023-01-18 20:00:00,1,300
430,30,30,2023-01-18 21:00:00,2,250
431,31,31,2023-01-18 22:00:00,1,100
432,32,32,2023-01-18 23:00:00,2,200
433,33,33,2023-01-19 00:00:00,3,150
434,34,34,2023-01-19 01:00:00,1,300
435,35,35,2023-01-19 02:00:00,2,250
436,36,36,2023-01-19 03:00:00,1,100
437,37,37,2023-01-19 04:00:00,2,200
438,38,38,2023-01-19 05:00:00,3,150
439,39,39,2023-01-19 06:00:00,1,300
440,40,40,2023-01-19 07:00:00,2,250
441,41,41,2023-01-19 08:00:00,1,100
442,42,42,2023-01-19 09:00:00,2,200
443,43,43,2023-01-19 10:00:00,3,150
444,44,44,2023-01-19 11:00:00,1,300
445,45,45,2023-01-19 12:00:00,2,250
446,46,46,2023-01-19 13:00:00,1,100
447,47,47,2023-01-19 14:00:00,2,200
448,48,48,2023-01-19 15:00:00,3,150
449,49,49,2023-01-19 16:00:00,1,300
450,50,50,2023-01-19 17:00:00,2,250
451,51,1,2023-01-19 18:00:00,1,100
452,52,2,2023-01-19 19:00:00,2,200
453,53,3,2023-01-19 20:00:00,3,150
454,54,4,2023-01-19 21:00:00,1,300
455,55,5,2023-01-19 22:00:00,2,250
456,56,6,2023-01-19 23:00:00,1,100
457,57,7,2023-01-20 00:00:00,2,200
458,58,8,2023-01-20 01:00:00,3,150
459,59,9,2023-01-20 02:00:00,1,300
460,60,10,2023-01-20 03:00:00,2,250
461,61,11,2023-01-20 04:00:00,1,100
462,62,12,2023-01-20 05:00:00,2,200
463,63,13,2023-01-20 06:00:00,3,150
464,64,14,2023-01-20 07:00:00,1,300
465,65,15,2023-01-20 08:00:00,2,250
466,66,16,2023-01-20 09:00:00,1,100
467,67,17,2023-01-20 10:00:00,2,200
468,68,18,2023-01-20 11:00:00,3,150
469,69,19,2023-01-20 12:00:00,1,300
470,70,20,2023-01-20 13:00:00,2,250
471,71,21,2023-01-20 14:00:00,1,100
472,72,22,2023-01-20 15:00:00,2,200
473,73,23,2023-01-20 16:00:00,3,150
474,74,24,2023-01-20 17:00:00,1,300
475,75,25,2023-01-20 18:00:00,2,250
476,76,26,2023-01-20 19:00:00,1,100
477,77,27,2023-01-20 20:00:00,2,200
478,78,28,2023-01-20 21:00:00,3,150
479,79,29,2023-01-20 22:00:00,1,300
480,80,30,2023-01-20 23:00:00,2,250
481,81,31,2023-01-21 00:00:00,1,100
482,82,32,2023-01-21 01:00:00,2,200
483,83,33,2023-01-21 02:00:00,3,150
484,84,34,2023-01-21 03:00:00,1,300
485,85,35,2023-01-21 04:00:00,2,250
486,86,36,2023-01-21 05:00:00,1,100
487,87,37,2023-01-21 06:00:00,2,200
488,88,38,2023-01-21 07:00:00,3,150
489,89,39,2023-01-21 08:00:00,1,300
490,90,40,2023-01-21 09:00:00,2,250
491,91,41,2023-01-21 10:00:00,1,100
492,92,42,2023-01-21 11:00:00,2,200
493,93,43,2023-01-21 12:00:00,3,150
494,94,44,2023-01-21 13:00:00,1,300
495,95,45,2023-01-21 14:00:00,2,250
496,96,46,2023-01-21 15:00:00,1,100
497,97,47,2023-01-21 16:00:00,2,200
498,98,48,2023-01-21 17:00:00,3,150
499,99,49,2023-01-21 18:00:00,1,300
500,100,50,2023-01-21 19:00:00,2,250
501,1,1,2023-01-21 20:00:00,1,100
502,2,2,2023-01-21 21:00:00,2,200
503,3,3,2023-01-21 22:00:00,3,150
504,4,4,2023-01-21 23:00:00,1,300
505,5,5,2023-01-22 00:00:00,2,250
506,6,6,2023-01-22 01:00:00,1,100
507,7,7,2023-01-22 02:00:00,2,200
508,8,8,2023-01-22 03:00:00,3,150
509,9,9,2023-01-22 04:00:00,1,300
510,10,10,2023-01-22 05:00:00,2,250
511,11,11,2023-01-22 06:00:00,1,100
512,12,12,2023-01-22 07:00:00,2,200
513,13,13,2023-01-22 08:00:00,3,150
514,14,14,2023-01-22 09:00:00,1,300
515,15,15,2023-01-22 10:00:00,2,250
516,16,16,2023-01-22 11:00:00,1,100
517,17,17,2023-01-22 12:00:00,2,200
518,18,18,2023-01-22 13:00:00,3,150
519,19,19,2023-01-22 14:00:00,1,300
520,20,20,2023-01-22 15:00:00,2,250
521,21,21,2023-01-22 16:00:00,1,100
522,22,22,2023-01-22 17:00:00,2,200
523,23,23,2023-01-22 18:00:00,3,150
524,24,24,2023-01-22 19:00:00,1,300
525,25,25,2023-01-22 20:00:00,2,250
526,26,26,2023-01-22 21:00:00,1,100
527,27,27,2023-01-22 22:00:00,2,200
528,28,28,2023-01-22 23:00:00,3,150
529,29,29,2023-01-23 00:00:00,1,300
530,30,30,2023-01-23 01:00:00,2,250
531,31,31,2023-01-23 02:00:00,1,100
532,32,32,2023-01-23 03:00:00,2,200
533,33,33,2023-01-23 04:00:00,3,150
534,34,34,2023-01-23 05:00:00,1,300
535,35,35,2023-01-23 06:00:00,2,250
536,36,36,2023-01-23 07:00:00,1,100
537,37,37,2023-01-23 08:00:00,2,200
538,38,38,2023-01-23 09:00:00,3,150
539,39,39,2023-01-23 10:00:00,1,300
540,40,40,2023-01-23 11:00:00,2,250
541,41,41,2023-01-23 12:00:00,1,100
542,42,42,2023-01-23 13:00:00,2,200
543,43,43,2023-01-23 14:00:00,3,150
544,44,44,2023-01-23 15:00:00,1,300
545,45,45,2023-01-23 16:00:00,2,250
546,46,46,2023-01-23 17:00:00,1,100
547,47,47,2023-01-23 18:00:00,2,200
548,48,48,2023-01-23 19:00:00,3,150
549,49,49,2023-01-23 20:00:00,1,300
550,50,50,2023-01-23 21:00:00,2,250
551,51,1,2023-01-23 22:00:00,1,100
552,52,2,2023-01-23 23:00:00,2,200
553,53,3,2023-01-24 00:00:00,3,150
554,54,4,2023-01-24 01:00:00,1,300
555,55,5,2023-01-24 02:00:00,2,250
556,56,6,2023-01-24 03:00:00,1,100
557,57,7,2023-01-24 04:00:00,2,200
558,58,8,2023-01-24 05:00:00,3,150
559,59,9,2023-01-24 06:00:00,1,300
560,60,10,2023-01-24 07:00:00,2,250
561,61,11,2023-01-24 08:00:00,1,100
562,62,12,2023-01-24 09:00:00,2,200
563,63,13,2023-01-24 10:00:00,3,150
564,64,14,2023-01-24 11:00:00,1,300
565,65,15,2023-01-24 12:00:00,2,250
566,66,16,2023-01-24 13:00:00,1,100
567,67,17,2023-01-24 14:00:00,2,200
568,68,18,2023-01-24 15:00:00,3,150
569,69,19,2023-01-24 16:00:00,1,300
570,70,20,2023-01-24 17:00:00,2,250
571,71,21,2023-01-24 18:00:00,1,100
572,72,22,2023-01-24 19:00:00,2,200
573,73,23,2023-01-24 20:00:00,3,150
574,74,24,2023-01-24 21:00:00,1,300
575,75,25,2023-01-24 22:00:00,2,250
576,76,26,2023-01-24 23:00:00,1,100
577,77,27,2023-01-25 00:00:00,2,200
578,78,28,2023-01-25 01:00:00,3,150
579,79,29,2023-01-25 02:00:00,1,300
580,80,30,2023-01-25 03:00:00,2,250
581,81,31,2023-01-25 04:00:00,1,100
582,82,32,2023-01-25 05:00:00,2,200
583,83,33,2023-01-25 06:00:00,3,150
584,84,34,2023-01-25 07:00:00,1,300
585,85,35,2023-01-25 08:00:00,2,250
586,86,36,2023-01-25 09:00:00,1,100
587,87,37,2023-01-25 10:00:00,2,200
588,88,38,2023-01-25 11:00:00,3,150
589,89,39,2023-01-25 12:00:00,1,300
590,90,40,2023-01-25 13:00:00,2,250
591,91,41,2023-01-25 14:00:00,1,100
592,92,42,2023-01-25 15:00:00,2,200
593,93,43,2023-01-25 16:00:00,3,150
594,94,44,2023-01-25 17:00:00,1,300
595,95,45,2023-01-25 18:00:00,2,250
596,96,46,2023-01-25 19:00:00,1,100
597,97,47,2023-01-25 20:00:00,2,200
598,98,48,2023-01-25 21:00:00,3,150
599,99,49,2023-01-25 22:00:00,1,300
600,100,50,2023-01-25 23:00:00,2,250
601,1,1,2023-01-26 00:00:00,1,100
602,2,2,2023-01-26 01:00:00,2,200
603,3,3,2023-01-26 02:00:00,3,150
604,4,4,2023-01-26 03:00:00,1,300
605,5,5,2023-01-26 04:00:00,2,250
606,6,6,2023-01-26 05:00:00,1,100
