sale_id,customer_id,product_id,sale_date,quantity,amount,total_amount,sale_year,sale_month,sale_quarter
108,8,8,2023-01-05 11:00:00,3,150,450,2023,1,1
109,9,9,2023-01-05 12:00:00,1,300,300,2023,1,1
110,10,10,2023-01-05 13:00:00,2,250,500,2023,1,1
111,11,11,2023-01-05 14:00:00,1,100,100,2023,1,1
112,12,12,2023-01-05 15:00:00,2,200,400,2023,1,1
113,13,13,2023-01-05 16:00:00,3,150,450,2023,1,1
114,14,14,2023-01-05 17:00:00,1,300,300,2023,1,1
115,15,15,2023-01-05 18:00:00,2,250,500,2023,1,1
116,16,16,2023-01-05 19:00:00,1,100,100,2023,1,1
117,17,17,2023-01-05 20:00:00,2,200,400,2023,1,1
118,18,18,2023-01-05 21:00:00,3,150,450,2023,1,1
119,19,19,2023-01-05 22:00:00,1,300,300,2023,1,1
120,20,20,2023-01-05 23:00:00,2,250,500,2023,1,1
121,21,21,2023-01-06 00:00:00,1,100,100,2023,1,1
122,22,22,2023-01-06 01:00:00,2,200,400,2023,1,1
123,23,23,2023-01-06 02:00:00,3,150,450,2023,1,1
124,24,24,2023-01-06 03:00:00,1,300,300,2023,1,1
125,25,25,2023-01-06 04:00:00,2,250,500,2023,1,1
126,26,26,2023-01-06 05:00:00,1,100,100,2023,1,1
127,27,27,2023-01-06 06:00:00,2,200,400,2023,1,1
128,28,28,2023-01-06 07:00:00,3,150,450,2023,1,1
129,29,29,2023-01-06 08:00:00,1,300,300,2023,1,1
130,30,30,2023-01-06 09:00:00,2,250,500,2023,1,1
131,31,31,2023-01-06 10:00:00,1,100,100,2023,1,1
132,32,32,2023-01-06 11:00:00,2,200,400,2023,1,1
133,33,33,2023-01-06 12:00:00,3,150,450,2023,1,1
134,34,34,2023-01-06 13:00:00,1,300,300,2023,1,1
135,35,35,2023-01-06 14:00:00,2,250,500,2023,1,1
136,36,36,2023-01-06 15:00:00,1,100,100,2023,1,1
137,37,37,2023-01-06 16:00:00,2,200,400,2023,1,1
138,38,38,2023-01-06 17:00:00,3,150,450,2023,1,1
139,39,39,2023-01-06 18:00:00,1,300,300,2023,1,1
140,40,40,2023-01-06 19:00:00,2,250,500,2023,1,1
141,41,41,2023-01-06 20:00:00,1,100,100,2023,1,1
142,42,42,2023-01-06 21:00:00,2,200,400,2023,1,1
143,43,43,2023-01-06 22:00:00,3,150,450,2023,1,1
144,44,44,2023-01-06 23:00:00,1,300,300,2023,1,1
145,45,45,2023-01-07 00:00:00,2,250,500,2023,1,1
146,46,46,2023-01-07 01:00:00,1,100,100,2023,1,1
147,47,47,2023-01-07 02:00:00,2,200,400,2023,1,1
148,48,48,2023-01-07 03:00:00,3,150,450,2023,1,1
149,49,49,2023-01-07 04:00:00,1,300,300,2023,1,1
150,50,50,2023-01-07 05:00:00,2,250,500,2023,1,1
151,51,1,2023-01-07 06:00:00,1,100,100,2023,1,1
152,52,2,2023-01-07 07:00:00,2,200,400,2023,1,1
153,53,3,2023-01-07 08:00:00,3,150,450,2023,1,1
154,54,4,2023-01-07 09:00:00,1,300,300,2023,1,1
155,55,5,2023-01-07 10:00:00,2,250,500,2023,1,1
156,56,6,2023-01-07 11:00:00,1,100,100,2023,1,1
157,57,7,2023-01-07 12:00:00,2,200,400,2023,1,1
158,58,8,2023-01-07 13:00:00,3,150,450,2023,1,1
159,59,9,2023-01-07 14:00:00,1,300,300,2023,1,1
160,60,10,2023-01-07 15:00:00,2,250,500,2023,1,1
161,61,11,2023-01-07 16:00:00,1,100,100,2023,1,1
162,62,12,2023-01-07 17:00:00,2,200,400,2023,1,1
163,63,13,2023-01-07 18:00:00,3,150,450,2023,1,1
164,64,14,2023-01-07 19:00:00,1,300,300,2023,1,1
165,65,15,2023-01-07 20:00:00,2,250,500,2023,1,1
166,66,16,2023-01-07 21:00:00,1,100,100,2023,1,1
167,67,17,2023-01-07 22:00:00,2,200,400,2023,1,1
168,68,18,2023-01-07 23:00:00,3,150,450,2023,1,1
169,69,19,2023-01-08 00:00:00,1,300,300,2023,1,1
170,70,20,2023-01-08 01:00:00,2,250,500,2023,1,1
171,71,21,2023-01-08 02:00:00,1,100,100,2023,1,1
172,72,22,2023-01-08 03:00:00,2,200,400,2023,1,1
173,73,23,2023-01-08 04:00:00,3,150,450,2023,1,1
174,74,24,2023-01-08 05:00:00,1,300,300,2023,1,1
175,75,25,2023-01-08 06:00:00,2,250,500,2023,1,1
176,76,26,2023-01-08 07:00:00,1,100,100,2023,1,1
177,77,27,2023-01-08 08:00:00,2,200,400,2023,1,1
178,78,28,2023-01-08 09:00:00,3,150,450,2023,1,1
179,79,29,2023-01-08 10:00:00,1,300,300,2023,1,1
180,80,30,2023-01-08 11:00:00,2,250,500,2023,1,1
181,81,31,2023-01-08 12:00:00,1,100,100,2023,1,1
182,82,32,2023-01-08 13:00:00,2,200,400,2023,1,1
183,83,33,2023-01-08 14:00:00,3,150,450,2023,1,1
184,84,34,2023-01-08 15:00:00,1,300,300,2023,1,1
185,85,35,2023-01-08 16:00:00,2,250,500,2023,1,1
186,86,36,2023-01-08 17:00:00,1,100,100,2023,1,1
187,87,37,2023-01-08 18:00:00,2,200,400,2023,1,1
188,88,38,2023-01-08 19:00:00,3,150,450,2023,1,1
189,89,39,2023-01-08 20:00:00,1,300,300,2023,1,1
190,90,40,2023-01-08 21:00:00,2,250,500,2023,1,1
191,91,41,2023-01-08 22:00:00,1,100,100,2023,1,1
192,92,42,2023-01-08 23:00:00,2,200,400,2023,1,1
193,93,43,2023-01-09 00:00:00,3,150,450,2023,1,1
194,94,44,2023-01-09 01:00:00,1,300,300,2023,1,1
195,95,45,2023-01-09 02:00:00,2,250,500,2023,1,1
196,96,46,2023-01-09 03:00:00,1,100,100,2023,1,1
197,97,47,2023-01-09 04:00:00,2,200,400,2023,1,1
198,98,48,2023-01-09 05:00:00,3,150,450,2023,1,1
199,99,49,2023-01-09 06:00:00,1,300,300,2023,1,1
200,100,50,2023-01-09 07:00:00,2,250,500,2023,1,1
201,1,1,2023-01-09 08:00:00,1,100,100,2023,1,1
202,2,2,2023-01-09 09:00:00,2,200,400,2023,1,1
203,3,3,2023-01-09 10:00:00,3,150,450,2023,1,1
204,4,4,2023-01-09 11:00:00,1,300,300,2023,1,1
205,5,5,2023-01-09 12:00:00,2,250,500,2023,1,1
206,6,6,2023-01-09 13:00:00,1,100,100,2023,1,1
207,7,7,2023-01-09 14:00:00,2,200,400,2023,1,1
208,8,8,2023-01-09 15:00:00,3,150,450,2023,1,1
209,9,9,2023-01-09 16:00:00,1,300,300,2023,1,1
210,10,10,2023-01-09 17:00:00,2,250,500,2023,1,1
211,11,11,2023-01-09 18:00:00,1,100,100,2023,1,1
212,12,12,2023-01-09 19:00:00,2,200,400,2023,1,1
213,13,13,2023-01-09 20:00:00,3,150,450,2023,1,1
214,14,14,2023-01-09 21:00:00,1,300,300,2023,1,1
215,15,15,2023-01-09 22:00:00,2,250,500,2023,1,1
216,16,16,2023-01-09 23:00:00,1,100,100,2023,1,1
217,17,17,2023-01-10 00:00:00,2,200,400,2023,1,1
218,18,18,2023-01-10 01:00:00,3,150,450,2023,1,1
219,19,19,2023-01-10 02:00:00,1,300,300,2023,1,1
220,20,20,2023-01-10 03:00:00,2,250,500,2023,1,1
221,21,21,2023-01-10 04:00:00,1,100,100,2023,1,1
222,22,22,2023-01-10 05:00:00,2,200,400,2023,1,1
223,23,23,2023-01-10 06:00:00,3,150,450,2023,1,1
224,24,24,2023-01-10 07:00:00,1,300,300,2023,1,1
225,25,25,2023-01-10 08:00:00,2,250,500,2023,1,1
226,26,26,2023-01-10 09:00:00,1,100,100,2023,1,1
227,27,27,2023-01-10 10:00:00,2,200,400,2023,1,1
228,28,28,2023-01-10 11:00:00,3,150,450,2023,1,1
229,29,29,2023-01-10 12:00:00,1,300,300,2023,1,1
230,30,30,2023-01-10 13:00:00,2,250,500,2023,1,1
231,31,31,2023-01-10 14:00:00,1,100,100,2023,1,1
232,32,32,2023-01-10 15:00:00,2,200,400,2023,1,1
233,33,33,2023-01-10 16:00:00,3,150,450,2023,1,1
234,34,34,2023-01-10 17:00:00,1,300,300,2023,1,1
235,35,35,2023-01-10 18:00:00,2,250,500,2023,1,1
236,36,36,2023-01-10 19:00:00,1,100,100,2023,1,1
237,37,37,2023-01-10 20:00:00,2,200,400,2023,1,1
238,38,38,2023-01-10 21:00:00,3,150,450,2023,1,1
239,39,39,2023-01-10 22:00:00,1,300,300,2023,1,1
240,40,40,2023-01-10 23:00:00,2,250,500,2023,1,1
241,41,41,2023-01-11 00:00:00,1,100,100,2023,1,1
242,42,42,2023-01-11 01:00:00,2,200,400,2023,1,1
243,43,43,2023-01-11 02:00:00,3,150,450,2023,1,1
244,44,44,2023-01-11 03:00:00,1,300,300,2023,1,1
245,45,45,2023-01-11 04:00:00,2,250,500,2023,1,1
246,46,46,2023-01-11 05:00:00,1,100,100,2023,1,1
247,47,47,2023-01-11 06:00:00,2,200,400,2023,1,1
248,48,48,2023-01-11 07:00:00,3,150,450,2023,1,1
249,49,49,2023-01-11 08:00:00,1,300,300,2023,1,1
250,50,50,2023-01-11 09:00:00,2,250,500,2023,1,1
251,51,1,2023-01-11 10:00:00,1,100,100,2023,1,1
252,52,2,2023-01-11 11:00:00,2,200,400,2023,1,1
253,53,3,2023-01-11 12:00:00,3,150,450,2023,1,1
254,54,4,2023-01-11 13:00:00,1,300,300,2023,1,1
255,55,5,2023-01-11 14:00:00,2,250,500,2023,1,1
256,56,6,2023-01-11 15:00:00,1,100,100,2023,1,1
257,57,7,2023-01-11 16:00:00,2,200,400,2023,1,1
258,58,8,2023-01-11 17:00:00,3,150,450,2023,1,1
259,59,9,2023-01-11 18:00:00,1,300,300,2023,1,1
260,60,10,2023-01-11 19:00:00,2,250,500,2023,1,1
261,61,11,2023-01-11 20:00:00,1,100,100,2023,1,1
262,62,12,2023-01-11 21:00:00,2,200,400,2023,1,1
263,63,13,2023-01-11 22:00:00,3,150,450,2023,1,1
264,64,14,2023-01-11 23:00:00,1,300,300,2023,1,1
265,65,15,2023-01-12 00:00:00,2,250,500,2023,1,1
266,66,16,2023-01-12 01:00:00,1,100,100,2023,1,1
267,67,17,2023-01-12 02:00:00,2,200,400,2023,1,1
268,68,18,2023-01-12 03:00:00,3,150,450,2023,1,1
269,69,19,2023-01-12 04:00:00,1,300,300,2023,1,1
270,70,20,2023-01-12 05:00:00,2,250,500,2023,1,1
271,71,21,2023-01-12 06:00:00,1,100,100,2023,1,1
272,72,22,2023-01-12 07:00:00,2,200,400,2023,1,1
273,73,23,2023-01-12 08:00:00,3,150,450,2023,1,1
274,74,24,2023-01-12 09:00:00,1,300,300,2023,1,1
275,75,25,2023-01-12 10:00:00,2,250,500,2023,1,1
276,76,26,2023-01-12 11:00:00,1,100,100,2023,1,1
277,77,27,2023-01-12 12:00:00,2,200,400,2023,1,1
278,78,28,2023-01-12 13:00:00,3,150,450,2023,1,1
279,79,29,2023-01-12 14:00:00,1,300,300,2023,1,1
280,80,30,2023-01-12 15:00:00,2,250,500,2023,1,1
281,81,31,2023-01-12 16:00:00,1,100,100,2023,1,1
282,82,32,2023-01-12 17:00:00,2,200,400,2023,1,1
283,83,33,2023-01-12 18:00:00,3,150,450,2023,1,1
284,84,34,2023-01-12 19:00:00,1,300,300,2023,1,1
285,85,35,2023-01-12 20:00:00,2,250,500,2023,1,1
286,86,36,2023-01-12 21:00:00,1,100,100,2023,1,1
287,87,37,2023-01-12 22:00:00,2,200,400,2023,1,1
288,88,38,2023-01-12 23:00:00,3,150,450,2023,1,1
289,89,39,2023-01-13 00:00:00,1,300,300,2023,1,1
290,90,40,2023-01-13 01:00:00,2,250,500,2023,1,1
291,91,41,2023-01-13 02:00:00,1,100,100,2023,1,1
292,92,42,2023-01-13 03:00:00,2,200,400,2023,1,1
293,93,43,2023-01-13 04:00:00,3,150,450,2023,1,1
294,94,44,2023-01-13 05:00:00,1,300,300,2023,1,1
295,95,45,2023-01-13 06:00:00,2,250,500,2023,1,1
296,96,46,2023-01-13 07:00:00,1,100,100,2023,1,1
297,97,47,2023-01-13 08:00:00,2,200,400,2023,1,1
298,98,48,2023-01-13 09:00:00,3,150,450,2023,1,1
299,99,49,2023-01-13 10:00:00,1,300,300,2023,1,1
300,100,50,2023-01-13 11:00:00,2,250,500,2023,1,1
301,1,1,2023-01-13 12:00:00,1,100,100,2023,1,1
302,2,2,2023-01-13 13:00:00,2,200,400,2023,1,1
303,3,3,2023-01-13 14:00:00,3,150,450,2023,1,1
304,4,4,2023-01-13 15:00:00,1,300,300,2023,1,1
305,5,5,2023-01-13 16:00:00,2,250,500,2023,1,1
306,6,6,2023-01-13 17:00:00,1,100,100,2023,1,1
307,7,7,2023-01-13 18:00:00,2,200,400,2023,1,1
308,8,8,2023-01-13 19:00:00,3,150,450,2023,1,1
309,9,9,2023-01-13 20:00:00,1,300,300,2023,1,1
310,10,10,2023-01-13 21:00:00,2,250,500,2023,1,1
311,11,11,2023-01-13 22:00:00,1,100,100,2023,1,1
312,12,12,2023-01-13 23:00:00,2,200,400,2023,1,1
313,13,13,2023-01-14 00:00:00,3,150,450,2023,1,1
314,14,14,2023-01-14 01:00:00,1,300,300,2023,1,1
315,15,15,2023-01-14 02:00:00,2,250,500,2023,1,1
316,16,16,2023-01-14 03:00:00,1,100,100,2023,1,1
317,17,17,2023-01-14 04:00:00,2,200,400,2023,1,1
318,18,18,2023-01-14 05:00:00,3,150,450,2023,1,1
319,19,19,2023-01-14 06:00:00,1,300,300,2023,1,1
320,20,20,2023-01-14 07:00:00,2,250,500,2023,1,1
321,21,21,2023-01-14 08:00:00,1,100,100,2023,1,1
322,22,22,2023-01-14 09:00:00,2,200,400,2023,1,1
323,23,23,2023-01-14 10:00:00,3,150,450,2023,1,1
324,24,24,2023-01-14 11:00:00,1,300,300,2023,1,1
325,25,25,2023-01-14 12:00:00,2,250,500,2023,1,1
326,26,26,2023-01-14 13:00:00,1,100,100,2023,1,1
327,27,27,2023-01-14 14:00:00,2,200,400,2023,1,1
328,28,28,2023-01-14 15:00:00,3,150,450,2023,1,1
329,29,29,2023-01-14 16:00:00,1,300,300,2023,1,1
330,30,30,2023-01-14 17:00:00,2,250,500,2023,1,1
331,31,31,2023-01-14 18:00:00,1,100,100,2023,1,1
332,32,32,2023-01-14 19:00:00,2,200,400,2023,1,1
333,33,33,2023-01-14 20:00:00,3,150,450,2023,1,1
334,34,34,2023-01-14 21:00:00,1,300,300,2023,1,1
335,35,35,2023-01-14 22:00:00,2,250,500,2023,1,1
336,36,36,2023-01-14 23:00:00,1,100,100,2023,1,1
337,37,37,2023-01-15 00:00:00,2,200,400,2023,1,1
338,38,38,2023-01-15 01:00:00,3,150,450,2023,1,1
339,39,39,2023-01-15 02:00:00,1,300,300,2023,1,1
340,40,40,2023-01-15 03:00:00,2,250,500,2023,1,1
341,41,41,2023-01-15 04:00:00,1,100,100,2023,1,1
342,42,42,2023-01-15 05:00:00,2,200,400,2023,1,1
343,43,43,2023-01-15 06:00:00,3,150,450,2023,1,1
344,44,44,2023-01-15 07:00:00,1,300,300,2023,1,1
345,45,45,2023-01-15 08:00:00,2,250,500,2023,1,1
346,46,46,2023-01-15 09:00:00,1,100,100,2023,1,1
347,47,47,2023-01-15 10:00:00,2,200,400,2023,1,1
348,48,48,2023-01-15 11:00:00,3,150,450,2023,1,1
349,49,49,2023-01-15 12:00:00,1,300,300,2023,1,1
350,50,50,2023-01-15 13:00:00,2,250,500,2023,1,1
351,51,1,2023-01-15 14:00:00,1,100,100,2023,1,1
352,52,2,2023-01-15 15:00:00,2,200,400,2023,1,1
353,53,3,2023-01-15 16:00:00,3,150,450,2023,1,1
354,54,4,2023-01-15 17:00:00,1,300,300,2023,1,1
355,55,5,2023-01-15 18:00:00,2,250,500,2023,1,1
356,56,6,2023-01-15 19:00:00,1,100,100,2023,1,1
357,57,7,2023-01-15 20:00:00,2,200,400,2023,1,1
358,58,8,2023-01-15 21:00:00,3,150,450,2023,1,1
359,59,9,2023-01-15 22:00:00,1,300,300,2023,1,1
360,60,10,2023-01-15 23:00:00,2,250,500,2023,1,1
361,61,11,2023-01-16 00:00:00,1,100,100,2023,1,1
362,62,12,2023-01-16 01:00:00,2,200,400,2023,1,1
363,63,13,2023-01-16 02:00:00,3,150,450,2023,1,1
364,64,14,2023-01-16 03:00:00,1,300,300,2023,1,1
365,65,15,2023-01-16 04:00:00,2,250,500,2023,1,1
366,66,16,2023-01-16 05:00:00,1,100,100,2023,1,1
367,67,17,2023-01-16 06:00:00,2,200,400,2023,1,1
368,68,18,2023-01-16 07:00:00,3,150,450,2023,1,1
369,69,19,2023-01-16 08:00:00,1,300,300,2023,1,1
370,70,20,2023-01-16 09:00:00,2,250,500,2023,1,1
371,71,21,2023-01-16 10:00:00,1,100,100,2023,1,1
372,72,22,2023-01-16 11:00:00,2,200,400,2023,1,1
373,73,23,2023-01-16 12:00:00,3,150,450,2023,1,1
374,74,24,2023-01-16 13:00:00,1,300,300,2023,1,1
375,75,25,2023-01-16 14:00:00,2,250,500,2023,1,1
376,76,26,2023-01-16 15:00:00,1,100,100,2023,1,1
377,77,27,2023-01-16 16:00:00,2,200,400,2023,1,1
378,78,28,2023-01-16 17:00:00,3,150,450,2023,1,1
379,79,29,2023-01-16 18:00:00,1,300,300,2023,1,1
380,80,30,2023-01-16 19:00:00,2,250,500,2023,1,1
381,81,31,2023-01-16 20:00:00,1,100,100,2023,1,1
382,82,32,2023-01-16 21:00:00,2,200,400,2023,1,1
383,83,33,2023-01-16 22:00:00,3,150,450,2023,1,1
384,84,34,2023-01-16 23:00:00,1,300,300,2023,1,1
385,85,35,2023-01-17 00:00:00,2,250,500,2023,1,1
386,86,36,2023-01-17 01:00:00,1,100,100,2023,1,1
387,87,37,2023-01-17 02:00:00,2,200,400,2023,1,1
388,88,38,2023-01-17 03:00:00,3,150,450,2023,1,1
389,89,39,2023-01-17 04:00:00,1,300,300,2023,1,1
390,90,40,2023-01-17 05:00:00,2,250,500,2023,1,1
391,91,41,2023-01-17 06:00:00,1,100,100,2023,1,1
392,92,42,2023-01-17 07:00:00,2,200,400,2023,1,1
393,93,43,2023-01-17 08:00:00,3,150,450,2023,1,1
394,94,44,2023-01-17 09:00:00,1,300,300,2023,1,1
395,95,45,2023-01-17 10:00:00,2,250,500,2023,1,1
396,96,46,2023-01-17 11:00:00,1,100,100,2023,1,1
397,97,47,2023-01-17 12:00:00,2,200,400,2023,1,1
398,98,48,2023-01-17 13:00:00,3,150,450,2023,1,1
399,99,49,2023-01-17 14:00:00,1,300,300,2023,1,1
400,100,50,2023-01-17 15:00:00,2,250,500,2023,1,1
401,1,1,2023-01-17 16:00:00,1,100,100,2023,1,1
402,2,2,2023-01-17 17:00:00,2,200,400,2023,1,1
403,3,3,2023-01-17 18:00:00,3,150,450,2023,1,1
404,4,4,2023-01-17 19:00:00,1,300,300,2023,1,1
405,5,5,2023-01-17 20:00:00,2,250,500,2023,1,1
406,6,6,2023-01-17 21:00:00,1,100,100,2023,1,1
407,7,7,2023-01-17 22:00:00,2,200,400,2023,1,1
408,8,8,2023-01-17 23:00:00,3,150,450,2023,1,1
409,9,9,2023-01-18 00:00:00,1,300,300,2023,1,1
410,10,10,2023-01-18 01:00:00,2,250,500,2023,1,1
411,11,11,2023-01-18 02:00:00,1,100,100,2023,1,1
412,12,12,2023-01-18 03:00:00,2,200,400,2023,1,1
413,13,13,2023-01-18 04:00:00,3,150,450,2023,1,1
414,14,14,2023-01-18 05:00:00,1,300,300,2023,1,1
415,15,15,2023-01-18 06:00:00,2,250,500,2023,1,1
416,16,16,2023-01-18 07:00:00,1,100,100,2023,1,1
417,17,17,2023-01-18 08:00:00,2,200,400,2023,1,1
418,18,18,2023-01-18 09:00:00,3,150,450,2023,1,1
419,19,19,2023-01-18 10:00:00,1,300,300,2023,1,1
420,20,20,2023-01-18 11:00:00,2,250,500,2023,1,1
421,21,21,2023-01-18 12:00:00,1,100,100,2023,1,1
422,22,22,2023-01-18 13:00:00,2,200,400,2023,1,1
423,23,23,2023-01-18 14:00:00,3,150,450,2023,1,1
424,24,24,2023-01-18 15:00:00,1,300,300,2023,1,1
425,25,25,2023-01-18 16:00:00,2,250,500,2023,1,1
426,26,26,2023-01-18 17:00:00,1,100,100,2023,1,1
427,27,27,2023-01-18 18:00:00,2,200,400,2023,1,1
428,28,28,2023-01-18 19:00:00,3,150,450,2023,1,1
429,29,29,2023-01-18 20:00:00,1,300,300,2023,1,1
430,30,30,2023-01-18 21:00:00,2,250,500,2023,1,1
431,31,31,2023-01-18 22:00:00,1,100,100,2023,1,1
432,32,32,2023-01-18 23:00:00,2,200,400,2023,1,1
433,33,33,2023-01-19 00:00:00,3,150,450,2023,1,1
434,34,34,2023-01-19 01:00:00,1,300,300,2023,1,1
