empresa_id,setor,provincia,tamanho,invest_ergonomia,invest_saude_mental,burnout_medio,acidentes_ano,produtividade,lucratividade_mil,turnover,satisfacao,invest_total,custo_acidentes,roi
13,Comércio,Maputo,Pequena,49902.8611069794,21166.766937340966,2.922483883878949,6,63.31253968505828,447.38363607284737,18.355687704319177,7.983665884043068,71069.62804432036,45000,466.182273842651
14,Construção Civil,Gaza,Pequena,49405.4928462522,38644.334473203184,4.80321734228264,10,63.08592808577938,451.2386208923075,30.71331727337995,8.81049778211296,88049.82731945539,75000,327.3019406696488
15,Manufactura,Maputo,Pequena,31009.619096422834,19031.026684372475,3.8332776001138384,6,48.763958487425796,204.14536689383644,13.495428941593964,5.466850169363797,50040.64578079531,45000,218.03220044556966
16,Mineração,Maputo,Média,26339.20777329895,11223.30632042909,3.6373049760509266,14,69.40545786940571,319.80058872249043,7.269020970117021,7.264495904517624,37562.51409372804,105000,471.84827454974993
17,Agricultura,Gaza,Pequena,32137.59452741554,21651.827526052664,4.736228084679727,3,61.928265001066215,758.3553936088693,29.0604825499232,8.572466138237216,53789.4220534682,22500,1268.029931382063
18,Comércio,Gaza,Pequena,66575.3195520975,35480.19743994952,2.822858151514576,2,87.57480918470685,529.8632791255183,10.798221557665343,6.365148393406767,102055.51699204702,15000,404.4933329431279
19,Mineração,Nampula,Pequena,85309.08480562194,29049.817109609554,3.443469627398973,8,83.76792920582164,364.39120581899965,29.232034082833827,6.774725216830587,114358.90191523149,60000,166.17185083206692
20,Transportes,Sofala,Pequena,31348.16686877838,5050.384284423508,3.2198842950439364,8,72.98589543360205,309.9674684261808,18.418812509940114,6.299092324079711,36398.551153201886,60000,586.751149445661
21,Construção Civil,Sofala,Pequena,81720.33632290704,12621.84501173151,5.3798200247937595,7,35.71868300716247,442.1487801602549,14.263802881076437,6.5294410745355425,94342.18133463855,52500,313.0165050754365
22,Agricultura,Gaza,Pequena,40139.98130682334,19106.352430557883,4.309761258212615,9,59.68647609053778,417.5991074963173,25.66598937473055,6.030957194513421,59246.333737381225,67500,490.92113454342535
23,Transportes,Zambézia,Pequena,65289.564706514226,13888.361872559022,3.4824309270606713,6,81.85890984136219,458.80628345988936,17.252848514437893,6.539733635549609,79177.92657907325,45000,422.62834016830453
24,Agricultura,Nampula,Pequena,90494.41996002014,27019.074418027954,3.317157988954702,8,64.86777474561832,651.293987450233,23.33390576566292,7.444883503193638,117513.4943780481,60000,403.17113841241417
25,Mineração,Manica,Média,21210.76806732539,21165.124738052382,4.731721179677626,10,66.49445231028993,50.0,15.890779208277301,5.474856092587907,42375.89280537777,75000,-158.99580715577832
26,Construção Civil,Nampula,Pequena,66639.16373149023,19257.98551192321,3.20481540472469,11,36.54879169725616,489.8639988743712,16.99157526476682,7.1707279220445495,85897.14924341344,82500,374.2462380445154
27,Construção Civil,Sofala,Pequena,40562.44951764261,19438.188541980115,3.5616582011832163,7,87.88744935876247,218.63164156585214,27.534864793215306,5.816022082334925,60000.638059622725,52500,176.88312481071762
28,Comércio,Maputo,Pequena,32498.423542637647,20051.06572434719,3.1703122683300813,4,105.27027446908431,140.45270343637333,18.852300551505408,8.148306004428012,52549.489266984834,30000,110.18796752753073
29,Comércio,Nampula,Pequena,47840.30071293883,40271.012598924775,2.8305284931393735,3,101.54275202116649,432.8024638414211,15.093745848184179,8.930517982286139,88111.3133118636,22500,365.66377054123035
30,Construção Civil,Manica,Pequena,54504.70705611207,34241.52383085535,4.587713878542859,7,64.97546050033853,336.0951492153371,25.65277949192172,6.6809641211552115,88746.23088696742,52500,219.5574013464764
31,Agricultura,Sofala,Média,58274.25599904149,38420.885043059156,2.2347271941893743,12,50.17372074263883,360.513743114206,21.2088557404876,9.277679408005092,96695.14104210064,90000,179.75939659307753
32,Comércio,Sofala,Pequena,54552.04641860983,29607.37067563919,3.5516633628340406,1,57.15258694292359,580.8872810863878,20.253528407949872,5.016933806359939,84159.41709424902,7500,581.3108988673947
33,Construção Civil,Inhambane,Pequena,96839.50405025991,13981.452000182393,5.067075659431061,11,52.8056667782202,652.4389696559405,32.2898207670477,7.821844142425707,110820.95605044231,82500,414.2880822978297
34,Mineração,Zambézia,Pequena,44257.198051532294,18747.618164464435,4.0358341538976195,5,72.67192638641596,405.3453189775684,22.798147335511246,6.889707164766743,63004.81621599673,37500,483.836825611077
35,Serviços,Gaza,Média,85614.58876290446,27524.79788343585,3.740131382244223,2,73.23232159280046,346.2686199263831,23.411180622107324,5.667379054550592,113139.38664634031,15000,192.79690278142286
36,Transportes,Manica,Pequena,45465.011454035484,36895.99781284749,4.134001695217814,6,108.59987428165648,306.3974906667132,20.409363408755993,8.94103371350334,82361.00926688297,45000,217.38014503887348
37,Mineração,Sofala,Pequena,32487.634932304856,11172.00269035664,4.755706528518985,6,98.64124960705196,342.71346664468575,15.519292567093801,5.722841097675644,43659.637622661496,45000,581.8963300102104
38,Transportes,Maputo,Pequena,39096.61601336312,5000.0,4.410785320933101,10,44.95892078317942,481.50402885699026,14.02425744632492,7.541778269171107,44096.61601336312,75000,821.8485807024342
39,Serviços,Sofala,Pequena,17449.151242336746,25480.84946661382,3.6558335010328893,2,71.43525062343387,817.5666135233577,8.333966340268672,6.606883173490836,42930.00070895057,15000,1769.4772892375677
40,Agricultura,Manica,Pequena,41850.79724729469,18980.313211036155,4.256150656781216,12,61.2988468120935,376.64841469118807,25.006692369958845,7.130747096291577,60831.11045833085,90000,371.22009204080126
41,Construção Civil,Maputo,Média,60322.49457155382,29754.93641449174,3.755747719815101,14,54.7888358814417,56.64081146005037,26.594891504715036,8.379138677592513,90077.43098604557,105000,-153.68624305842073
42,Agricultura,Cabo Delgado,Pequena,32382.727110234784,24872.55849511632,4.432637129509469,11,26.32795638439036,501.3713095066121,31.543189686558836,5.586270457958197,57255.285605351106,82500,631.5853987591744
43,Transportes,Manica,Pequena,10000.0,21144.61760032089,4.79826313796145,10,99.98975809374707,359.6748734807237,15.360814274307494,7.636360110370291,31144.61760032089,75000,814.0419610667836
44,Manufactura,Sofala,Grande,81294.09169867059,37049.70647300748,4.303455011337055,3,70.06089439416273,329.45778299058344,15.585293348238975,6.242120554412132,118343.79817167806,22500,159.3780052126503
45,Transportes,Maputo,Pequena,28907.262222678157,17705.258976961697,3.0499559673762926,11,91.23224203766273,470.7532157796761,8.821414180963153,8.150473988645508,46612.52119963986,82500,732.937600857934
46,Construção Civil,Zambézia,Pequena,36035.67943369295,25784.089225060772,3.2091790570897563,11,98.84726023141313,313.96222624898587,24.516633160617936,6.287042986292427,61819.768658753725,82500,274.41457849294403
47,Construção Civil,Gaza,Pequena,54696.28173591133,43180.19607961115,3.1791929108103463,6,106.94049062502916,409.5449860552833,23.709084377657724,8.388864350070317,97876.47781552249,45000,272.4541321791099
48,Construção Civil,Cabo Delgado,Pequena,10000.0,50713.72359688783,4.1894032201401945,14,85.44729653160059,515.4879337794496,19.981914409455698,7.931012879833297,60713.72359688783,105000,576.1040329282176
49,Agricultura,Gaza,Grande,20026.811969860904,36391.575728616765,3.5248928914841144,6,76.32810416433816,424.9622723144333,12.14412115025,6.774143351661972,56418.38769847767,45000,573.472404679664
50,Mineração,Gaza,Pequena,56672.870629011944,28078.01768892059,3.1738989644060247,8,45.55610521035509,482.7795482964251,30.03344427383972,7.732869053730965,84750.88831793253,60000,398.84969548687155
51,Agricultura,Sofala,Pequena,82410.66890331754,40704.94635261139,3.1977452650619775,5,67.65444584373485,347.7980370554742,19.19135017737775,4.9353255426935005,123115.61525592892,37500,152.03792094969938
52,Comércio,Inhambane,Pequena,61620.44019731971,38413.119197001346,2.669733326681439,6,71.36543260643339,418.30147219680424,33.360507229612764,6.675122130357955,100033.55939432106,45000,273.17623651208066
53,Agricultura,Maputo,Média,49300.23019006076,42708.0063563551,3.4238197653273392,7,87.18672836995393,388.8349856349931,21.724032585304066,7.03101130121323,92008.23654641586,52500,265.54877939141943
54,Construção Civil,Cabo Delgado,Média,23293.112825797976,33048.031787338055,4.6581520075721246,10,35.71269690483976,358.07514012999394,20.14515746302332,6.036549756903967,56341.14461313603,75000,402.4305808370009
55,Construção Civil,Cabo Delgado,Pequena,77137.13548437777,21405.627259750978,4.913980029310072,15,24.312642622280393,367.2844152439086,23.975145172310967,7.133009895963972,98542.76274412875,112500,158.55213325555846
56,Construção Civil,Nampula,Pequena,49602.3677942227,31409.03849409236,3.996851977356945,2,103.96556964851575,302.44435838949596,13.933745966249731,4.8223816630347605,81011.40628831506,15000,254.81961313755937
57,Serviços,Maputo,Pequena,84754.58857488919,26684.761594149844,3.4946815864061733,4,82.97990868876103,363.23955725254956,12.701056529421137,5.956882587122818,111439.35016903904,30000,199.032215054259
58,Manufactura,Zambézia,Grande,66037.14664080333,27434.957388078998,4.456858665969716,8,73.07682710857334,324.82900490821453,20.811380960229137,7.460646710739769,93472.10402888233,60000,183.32410793533003
59,Serviços,Nampula,Pequena,100033.96425720886,29696.207893755043,2.4805956770937994,7,87.66063087759319,63.14992015092457,12.729772877443295,6.564712039378359,129730.1721509639,52500,-91.79071454670428
60,Construção Civil,Maputo,Média,14762.725159205227,24309.774850037724,3.9874528014378487,5,65.68388246705075,305.3511805189079,23.444968610503533,6.846662914698009,39072.500009242955,37500,585.5235279430424
61,Construção Civil,Cabo Delgado,Média,72074.27738781196,26325.66067964786,4.194416900774177,7,90.96980869863765,260.75958228753245,21.566212853539017,8.152267706690761,98399.93806745982,52500,111.64605016799543
62,Agricultura,Gaza,Média,48104.93252843195,27296.279301636532,3.708517186936942,1,47.838361201605224,529.3394537195318,21.915208162556876,4.339690219104847,75401.21183006848,7500,592.0836430263216
63,Transportes,Gaza,Média,79902.67491034823,27136.3042442851,4.159948328016962,8,63.9793036400166,561.0447624789658,11.840908203533639,6.972860576390938,107038.97915463333,60000,368.09561006288556
64,Mineração,Zambézia,Média,35997.583701216536,19410.781527284118,4.426327125038712,3,93.4828604385151,390.1374608390518,14.66880283984081,9.245504190272767,55408.365228500654,22500,563.5053377282253
65,Serviços,Gaza,Grande,21039.72199167512,5000.0,3.7640086700319992,2,77.46918663471084,568.2779784140273,25.863262948153277,6.510863388007764,26039.72199167512,15000,2024.7461036293316
66,Comércio,Nampula,Pequena,27060.827425331216,12727.402190791427,4.196082172068945,5,81.11309320700234,365.58960959044714,23.70301653169575,6.354131423206582,39788.22961612264,37500,724.5896154613059
67,Construção Civil,Cabo Delgado,Pequena,46826.89008262827,13133.584826349525,3.8778743463120495,6,65.34961401328805,645.716912432146,27.006233040026764,7.275158755274701,59960.47490897779,45000,901.8548274410042
68,Mineração,Sofala,Pequena,18405.53858576406,9085.953525037115,4.5388206375216935,4,63.21540521126385,50.0,8.49658305908566,7.788539052987586,27491.492110801177,30000,-27.250220106670138
69,Comércio,Maputo,Média,30660.47713741574,24522.8864385802,3.1978384765456593,3,62.624529662111854,431.2574211921329,5.749590789454256,6.478669402723224,55183.36357599594,22500,640.7258178983803
70,Mineração,Manica,Pequena,36360.31504004403,14983.799901050845,4.031339824268427,8,97.17970186202308,453.6888593037653,20.359578908302066,7.685878604464471,51344.11494109487,60000,666.7653045639785
71,Serviços,Sofala,Pequena,52290.66732430928,34501.45470998832,3.381228124059002,3,104.75917340096778,245.2635629694763,14.824210574722681,7.604292512202277,86792.1220342976,22500,156.66334426233632
72,Construção Civil,Sofala,Pequena,72586.48875079001,15667.865923544023,4.5519954562263445,6,61.139351938649824,149.71238891836157,20.395338735631675,7.641354721613563,88254.35467433404,45000,18.648410386953767
73,Comércio,Cabo Delgado,Pequena,25484.686739953177,10356.251197901798,3.3346710911359834,6,95.70647453918232,520.0747362648958,19.075647626560105,7.492717860657496,35840.93793785498,45000,1225.5086602048011
74,Comércio,Nampula,Pequena,24923.83532413486,20236.993590311722,4.032987620860285,5,66.59198525742784,379.07417867701434,27.660404812160277,4.660490511630086,45160.82891444658,37500,656.3505517671036
75,Transportes,Maputo,Média,55364.33616555391,17863.834442592364,3.4756297927051447,5,45.606734281168904,464.9717153847863,16.202945170966753,4.305722815858637,73228.17060814628,37500,483.7530991621306
76,Comércio,Gaza,Média,36844.54478888623,23365.32663297793,2.5128935455787715,5,87.55723543384332,76.91811329326401,22.243270098074294,8.061388553438078,60209.87142186416,37500,-34.53214171962171
77,Manufactura,Nampula,Média,44819.15708358594,23036.501509150217,3.8570392443515615,4,74.44166645235238,371.5008419226431,20.69034176169517,6.034607402931165,67855.65859273616,30000,403.27540695213327
78,Agricultura,Sofala,Grande,50185.835050618254,26393.425936212643,4.071520935092801,6,76.62274225106275,244.01411093117036,21.676643430375417,5.4305597678742465,76579.2609868309,45000,159.8799052988958
79,Agricultura,Manica,Pequena,37524.6207860839,44140.31353866786,3.6855905595419918,11,63.26149309769584,495.8095333043777,11.141970523617099,8.923460991991425,81664.93432475175,82500,406.10404174305216
80,Agricultura,Zambézia,Média,27073.092139626242,24358.616534070075,3.997257446182088,13,57.40392263574196,402.33685713722014,11.422349478628789,4.927933852627417,51431.70867369632,97500,492.7021773109448
81,Transportes,Nampula,Média,30172.153010873855,5000.0,3.6166229513862986,8,50.153653098887524,331.8633587270107,17.88038762852514,5.2962325074324665,35172.15301087385,60000,672.9505744017467
82,Agricultura,Cabo Delgado,Pequena,19344.08295475309,48286.19008421566,4.235090839629045,6,71.38392884680148,442.17871359540635,18.625206623711257,6.718628933730621,67630.27303896875,45000,487.27947670202497
83,Transportes,Sofala,Grande,34920.70822266648,22193.24923133226,2.9842259114827687,9,68.52490559807875,482.5078148536828,12.189933270818187,6.936988157989748,57113.95745399874,67500,626.6311657495321
84,Transportes,Nampula,Pequena,23319.49010163591,9070.062664683308,4.264284842776239,10,77.49455651688936,205.5436121104237,24.89651836958229,6.408824774830233,32389.55276631922,75000,303.0423422399692
85,Mineração,Gaza,Pequena,71397.00997402078,15870.519269759907,4.461333509024888,8,83.383954905552,317.8764464501784,12.373320996780539,5.88954655030466,87267.5292437807,60000,195.50102848655646
86,Construção Civil,Gaza,Pequena,37140.03553038243,19529.04702612899,4.198144001353192,7,80.6391325345473,322.02199126768693,8.105505996394664,8.159455672302443,56669.08255651142,52500,375.6067667037221
87,Transportes,Manica,Pequena,38366.38172102712,14852.43269307133,3.6104334729603957,4,51.64089599856615,554.659437098208,18.65125605617063,7.401414235995433,53218.81441409845,30000,885.8532980757609
88,Comércio,Gaza,Pequena,92357.11899251779,31949.97900776875,4.36792570250886,3,65.13961417043444,494.4120377330181,12.51024559330382,6.905659895597136,124307.09800028654,22500,279.6340235791928
89,Mineração,Nampula,Média,76280.18949287798,12854.565102735933,3.87965453920992,9,48.89283960677625,475.5604069318639,21.494375759904376,5.408227360293717,89134.75459561391,67500,357.80168328633454
90,Agricultura,Maputo,Pequena,32205.077964268625,25871.864042064302,4.224853473114006,11,53.421191906140564,574.9454120855185,21.410646037536928,7.579472347265941,58076.94200633293,82500,747.9189762295342
91,Manufactura,Zambézia,Pequena,26241.7438271587,21469.83943274438,3.2780544501862217,10,94.69602773383073,240.23295053869413,16.168651773871993,6.007634137192932,47711.583259903084,75000,246.316217675292
92,Agricultura,Sofala,Pequena,46260.57394029108,25566.49924897107,4.117815652614039,7,82.96126248515546,582.8142777545975,16.719342774418752,8.737943977904937,71827.07318926216,52500,638.3208784760524
93,Agricultura,Zambézia,Grande,52973.34914404223,21629.140288819606,3.431958401875436,9,55.462954702678076,194.96819523768684,16.6514075886439,5.278853066122832,74602.48943286184,67500,70.86319264506747
94,Serviços,Nampula,Média,13960.391248399603,19234.895992732807,1.9453746247130541,0,97.94650339255946,280.5339728410631,18.653073781254722,5.34577914334155,33195.287241132406,0,745.1018085888178
95,Mineração,Manica,Pequena,30117.875339156148,24690.61002844376,3.0239051950237013,7,100.90837924924078,268.77694298858216,5.0,7.170356860343858,54808.485367599904,52500,294.6048527668939
96,Mineração,Cabo Delgado,Média,54141.87724465903,36423.264545383514,3.527506580687768,10,70.4800622359865,286.98731944807247,20.7598328576347,5.918970019322262,90565.14179004254,75000,134.0716474993473
97,Mineração,Nampula,Média,42693.56897375783,26846.803058649086,3.3917242262821823,7,55.42578942234023,549.4071528708724,13.459229468583235,4.951646133235603,69540.37203240691,52500,614.5592385374439
98,Agricultura,Inhambane,Pequena,80026.67303910974,38281.941418490576,4.133738005640396,9,68.07444118574449,560.8761005964703,15.810283622742688,5.709027432459291,118308.61445760031,67500,317.02466287717994
99,Agricultura,Nampula,Pequena,67204.08484040969,5000.0,3.1313145038771926,6,54.46530832335117,511.92811109716047,15.838838432340314,7.193033864292334,72204.08484040969,45000,546.6782483694603
100,Comércio,Manica,Pequena,16815.107632216997,12064.413608327015,3.340482528267978,1,67.57305846548408,536.4010027158064,28.379346927119013,7.190249811380252,28879.52124054401,7500,1731.4050233397957
101,Agricultura,Manica,Média,26078.0553635124,24602.610951938255,3.215750211225154,5,33.41084807526268,550.292840168765,19.230160122371274,5.248898960071646,50680.66631545065,37500,911.8115594159692
102,Agricultura,Cabo Delgado,Média,45342.13173525802,30391.321031828054,4.004977531621469,10,77.95342427703623,412.46207714230763,19.87495008154283,7.215133146601401,75733.45276708607,75000,345.5918287261418
103,Serviços,Zambézia,Média,65476.65487284559,36221.750288016854,3.8805446858355332,2,92.12928383979838,634.5603424074699,10.498521011278083,5.919281645903688,101698.40516086244,15000,509.21343007048563
104,Agricultura,Manica,Média,63434.94582154583,20838.059972698597,3.0915307624097963,7,97.68611364867479,349.1710494850961,16.161879235372144,6.885271999388132,84273.00579424443,52500,252.0356805706315
105,Construção Civil,Maputo,Média,59101.85473819291,16825.74823978838,4.431963613370569,6,57.59360086459316,492.65055523986234,22.189499482666896,5.620735749868174,75927.6029779813,45000,489.57551362404956
106,Mineração,Maputo,Média,71133.10567545585,11722.84104243387,4.190508173842759,15,63.82868541010944,479.3123268699491,13.85209577389934,3.9093043597058097,82855.94671788972,112500,342.71092347647914
107,Manufactura,Maputo,Pequena,53127.56245836555,28319.71733953483,3.607945794894429,4,77.12752750714355,330.35194832538,15.923493496965552,7.747010886214814,81447.27979790038,30000,268.7685445980024
108,Mineração,Sofala,Pequena,46512.49939269379,33863.30196061589,3.7844030653019387,7,85.7958614952307,704.9957947905197,10.117453117883803,5.376107900409186,80375.80135330968,52500,711.8062698029343
109,Construção Civil,Nampula,Pequena,65739.3913110999,16088.669913985137,3.462134578010321,11,67.07130729700445,308.8981601851817,27.775940019708155,7.143062759590225,81828.06122508504,82500,176.67545435596554
110,Mineração,Maputo,Grande,38190.4386291125,20080.2663086088,3.3620226865270637,9,94.48978746545696,360.86316008243045,23.66694583434718,5.904002208718087,58270.7049377213,67500,403.44879197183525
111,Serviços,Sofala,Pequena,10000.0,24634.666500813895,3.5770710425586514,2,100.98791498142457,453.64363889858413,12.976085524011651,6.153251744073318,34634.666500813895,15000,1166.4872603530807
112,Comércio,Maputo,Pequena,36229.929841456484,28672.322994222133,4.152826493641749,2,68.57806751871576,172.579626984517,14.889582603506868,8.36996508468312,64902.25283567862,15000,142.7953115641172
113,Transportes,Maputo,Pequena,47457.371166960045,16228.147993782997,3.6836284334558678,6,62.31505488366545,407.3003105324576,23.741141275653444,9.425789259150532,63685.519160743046,45000,468.8896240572477
114,Agricultura,Nampula,Média,13392.177361817041,32888.99298033451,3.636852799355938,4,71.72698966969368,485.15301264018785,24.020990721317187,5.983708520622493,46281.17034215155,30000,883.4518212812949
115,Serviços,Zambézia,Média,56802.3541280929,19575.319332938037,2.8653706111579673,5,84.38476868494804,309.4866551860416,19.662376502625072,6.1188044545080365,76377.67346103094,37500,256.10754145949915
116,Construção Civil,Manica,Pequena,24855.77450284925,29837.72740951845,3.9587506268520665,11,68.6544875001106,331.1363404668121,23.142551981922136,6.580428985600331,54693.501912367705,82500,354.59941633503
117,Construção Civil,Nampula,Pequena,27157.387011373063,45148.785611242136,5.049497818148121,6,72.70243215381522,470.4338754029391,11.960634053472587,6.508468293615159,72306.1726226152,45000,488.37836379943616
118,Agricultura,Maputo,Pequena,38116.46502540085,19056.33627653794,3.684605652156581,10,54.31005120242507,229.19980922936304,10.118008146166105,6.0469681973043,57172.80130193879,75000,169.70833283996174
119,Comércio,Cabo Delgado,Pequena,76151.57621519966,21227.21794116311,2.973409483199266,1,79.75401835616317,481.130383372202,23.308506328579885,8.10417715966073,97378.79415636277,7500,386.3793883211223
120,Manufactura,Nampula,Pequena,91137.0444146204,17235.18191940357,5.154770941454751,3,76.28760595089754,312.9957996267341,22.97977303842823,6.081314454992466,108372.22633402396,22500,168.05373429477254
121,Comércio,Inhambane,Pequena,63112.20796505783,40277.236195237645,2.9857385781153565,6,91.91575126968766,527.8527035341708,13.892890726698184,9.2188897796317,103389.44416029548,45000,367.0232125298534
122,Manufactura,Manica,Pequena,67186.20195386889,27651.555272988873,4.28515832097693,11,93.32700828778219,662.4371957908749,11.913486736992002,7.81773131665575,94837.75722685776,82500,511.50454497108086
123,Transportes,Sofala,Pequena,44868.24139635653,5000.0,4.254540555827139,7,72.15008751409346,366.97080594880634,5.592871641384047,7.387643347961499,49868.24139635653,52500,530.6033602616317
124,Comércio,Sofala,Pequena,25198.794150588314,22950.649621867546,3.2041209529634225,0,75.36186384425204,287.1765391614125,19.915047062515082,8.542585579830089,48149.44377245586,0,496.42753199507024
125,Serviços,Gaza,Pequena,46797.34408866719,31713.40076450466,3.6279179769426135,2,73.72046002391771,397.21629913508986,24.456877875840078,6.281154592136425,78510.74485317184,15000,386.83310781205546
126,Mineração,Cabo Delgado,Pequena,36942.06455176876,33313.49267063254,4.091113002252483,6,62.75408422474841,422.0189517978324,27.673323769532544,7.965891110625192,70255.5572224013,45000,436.63933032989763
127,Agricultura,Sofala,Pequena,10000.0,17808.466807575798,3.673321856703383,6,45.19230709273224,576.4262657859879,7.596098823495884,7.068741261418492,27808.466807575798,45000,1811.0232486503448
128,Manufactura,Inhambane,Média,65178.77200243896,25583.510042854774,3.453129475964084,2,73.07193732841604,117.72264317535411,14.707650553554231,6.920698371483449,90762.28204529373,15000,13.17767784209273
129,Comércio,Zambézia,Pequena,75314.15681729402,16338.251517854991,3.7816743203160423,4,86.40791542807527,360.13456202590254,26.600534518951008,7.486488878070105,91652.40833514901,30000,260.2028228420211
130,Manufactura,Sofala,Grande,59773.83905418436,6806.920713352763,3.4840879036581485,8,70.37948573721388,516.9490798404009,25.86185247671765,8.614388954026943,66580.75976753712,60000,586.307998640767
131,Construção Civil,Nampula,Pequena,16331.236155580998,16941.29933503811,4.6789109798584745,7,89.23374235322348,481.94263720055494,18.03853361886563,6.2326983423154605,33272.535490619106,52500,1190.6820320971103
132,Serviços,Inhambane,Pequena,47807.803921483384,22412.039373328975,4.45918830230283,3,95.45431606766104,349.9270765365985,25.03874782551985,7.2805348498575215,70219.84329481237,22500,366.28853209187923
133,Mineração,Manica,Pequena,47853.95711991542,29477.169258102775,3.2574743087589004,9,53.09848796635292,374.77842721228154,15.167456533817235,4.226910246511476,77331.1263780182,67500,297.3541335867922
134,Manufactura,Nampula,Pequena,64958.20512235068,45740.82669749974,3.348369245048146,9,114.66515020525551,174.55445074072702,19.52243796896744,7.408001123295063,110699.03181985041,67500,-3.2923332925391082
135,Comércio,Nampula,Média,56161.010790082044,21083.51432578209,3.3614761647470646,4,74.85211586753884,397.9792267502263,20.34313738539001,7.131855403637632,77244.52511586413,30000,376.38227589368967
136,Agricultura,Sofala,Pequena,70917.93430991739,31397.873317955375,3.364838613223357,12,57.07637579470978,570.0655145300597,21.561340333685173,2.9774947749364356,102315.80762787277,90000,369.19975090855917
137,Serviços,Manica,Grande,49625.82487108205,21114.81546911114,4.174467631991608,2,99.21289693184286,571.8083782821029,14.81065837654166,5.637345113521976,70740.64034019319,15000,687.1124372134603
138,Mineração,Zambézia,Pequena,36320.80996401806,19643.866615745883,4.7139702627754065,8,75.27172311312374,560.5225357474641,17.84087244450564,5.653562953403966,55964.67657976394,60000,794.354379112853
139,Serviços,Zambézia,Pequena,36496.43450051237,23554.81329284482,3.0245480474000233,4,80.38057705541439,330.5096566508751,16.683337130130823,8.691527589592113,60051.24779335719,30000,400.4220023619846
140,Serviços,Sofala,Pequena,50061.68253650054,34813.14127998781,4.241427043579304,3,77.96089892867829,295.3399325047579,18.357317809881692,6.355545942977329,84874.82381648835,22500,221.46155978441536
141,Transportes,Maputo,Pequena,41870.75557541277,11171.330227457753,3.578975441125075,10,78.75382704959908,248.92244592909404,19.00635493230732,7.094191215268427,53042.08580287052,75000,227.89518605183088
142,Manufactura,Nampula,Pequena,58549.118499902324,15357.053602436317,4.461528933763029,7,43.89868666595426,335.6422109728224,19.10940490157386,5.431145398079601,73906.17210233863,52500,283.1103721361086
143,Agricultura,Sofala,Pequena,12408.787439799562,13109.271341961527,3.910887962458511,6,66.90629594160072,482.51425855415414,15.839807312070835,6.046081853313196,25518.058781761087,45000,1614.5279830880606
144,Construção Civil,Maputo,Média,33394.89621925619,47411.34569020731,3.8538311384174015,9,60.70412189754835,449.11296574764816,5.011714498137536,8.540208254707586,80806.2419094635,67500,372.25679196319135
145,Agricultura,Cabo Delgado,Pequena,57849.30282253177,31295.941363939743,4.489654061600763,6,68.59698079038748,420.7448034678715,15.960512965384698,10.0,89145.24418647151,45000,321.49730689154785
146,Comércio,Sofala,Pequena,30152.834270189727,35020.85216590409,3.510318100723408,4,82.64730965543939,412.3494830075631,21.954188093234418,6.441836622391079,65173.68643609382,30000,486.66235395856677
